Reviewer,Paper,Year,Continent,Country,Region,Latitude,Longitude,System,Sentinel Species,Taxonomy,Specific Taxonomy,Revised Taxnomy,Trophic Position,Body Size (kg),Diet Niche Breadth,Ecto vs. Endotherm?,Type of Indicator,Connection? A or B?,Evidence for C?,Ecosystem Component,Ecosystem Category,Environmental Change,Environmental Category,Sentinel Response,Sampling Method,Scale of Change,Description,Why a Good Sentinel?,Vote Counting,Value,Sample Size,,,,,,,,,,,,,,,,,
LW,Piatt et al. 2007,2007,North America,USA,Alaska,58.9209,-152.257,Marine,black-legged kittiwake,Bird,seabird,Seabirds,Secondary Consumer,0.41,Generalist,Endotherm,Elucidating,A,NA,prey density,Prey,Unspecified,NA,clutch size,Reproduction,Years,no relationship,appears to be very sensitive to fluctuations in food supply,1,0,15,,,,,,,,,,,,,,,,,
LW,Piatt et al. 2007,2007,North America,USA,Alaska,58.9209,-152.257,Marine,black-legged kittiwake,Bird,seabird,Seabirds,Secondary Consumer,0.41,Generalist,Endotherm,Elucidating,A,NA,prey density,Prey,Unspecified,NA,chick growth rate,Morphometrics,Years,check growth rate and and food density are correlated,appears to be very sensitive to fluctuations in food supply,1,0.787,12,,,,,,,,,,,,,,,,,
LW,Piatt et al. 2007,2007,North America,USA,Alaska,58.9209,-152.257,Marine,black-legged kittiwake,Bird,seabird,Seabirds,Secondary Consumer,0.41,Generalist,Endotherm,Elucidating,A,NA,prey density,Prey,Unspecified,NA,brood size at fledging,Reproduction,Years,brood size at fledging and and food density are correlated,appears to be very sensitive to fluctuations in food supply,1,0.768,11,,,,,,,,,,,,,,,,,
LW,Piatt et al. 2007,2007,North America,USA,Alaska,58.9209,-152.257,Marine,black-legged kittiwake,Bird,seabird,Seabirds,Secondary Consumer,0.41,Generalist,Endotherm,Elucidating,A,NA,prey density,Prey,Unspecified,NA,foraging trip duration,Space-Use,Years,foraging trip duration and food density are correlated,appears to be very sensitive to fluctuations in food supply,1,0.6,11,,,,,,,,,,,,,,,,,
LW,Piatt et al. 2007,2007,North America,USA,Alaska,58.9209,-152.257,Marine,black-legged kittiwake,Bird,seabird,Seabirds,Secondary Consumer,0.41,Generalist,Endotherm,Elucidating,A,NA,prey density,Prey,Unspecified,NA,laying success,Reproduction,Years,no relationship,appears to be very sensitive to fluctuations in food supply,1,0,15,,,,,,,,,,,,,,,,,
LW,Piatt et al. 2007,2007,North America,USA,Alaska,58.9209,-152.257,Marine,black-legged kittiwake,Bird,seabird,Seabirds,Secondary Consumer,0.41,Generalist,Endotherm,Elucidating,A,NA,prey density,Prey,Unspecified,NA,hatching success,Reproduction,Years,no relationship,appears to be very sensitive to fluctuations in food supply,1,0,14,,,,,,,,,,,,,,,,,
LW,Piatt et al. 2007,2007,North America,USA,Alaska,58.9209,-152.257,Marine,black-legged kittiwake,Bird,seabird,Seabirds,Secondary Consumer,0.41,Generalist,Endotherm,Elucidating,A,NA,prey density,Prey,Unspecified,NA,chick feeding rate,Diet,Years,no relationship,appears to be very sensitive to fluctuations in food supply,1,0,10,,,,,,,,,,,,,,,,,
LW,Piatt et al. 2007,2007,North America,USA,Alaska,58.9209,-152.257,Marine,black-legged kittiwake,Bird,seabird,Seabirds,Secondary Consumer,0.41,Generalist,Endotherm,Elucidating,A,NA,prey density,Prey,Unspecified,NA,density at sea,Space-Use,Years,density at sea and food density are correlated,appears to be very sensitive to fluctuations in food supply,1,0.825,12,,,,,,,,,,,,,,,,,
LW,Piatt et al. 2007,2007,North America,USA,Alaska,58.9209,-152.257,Marine,black-legged kittiwake,Bird,seabird,Seabirds,Secondary Consumer,0.41,Generalist,Endotherm,Elucidating,A,NA,prey density,Prey,Unspecified,NA,fledging success,Reproduction,Years,fledging success and food density are correlated,appears to be very sensitive to fluctuations in food supply,1,0.943,13,,,,,,,,,,,,,,,,,
LW,Piatt et al. 2007,2007,North America,USA,Alaska,58.9209,-152.257,Marine,black-legged kittiwake,Bird,seabird,Seabirds,Secondary Consumer,0.41,Generalist,Endotherm,Elucidating,A,NA,prey density,Prey,Unspecified,NA,breeding success,Reproduction,Years,kittiwake breeding success reflects prey variability,appears to be very sensitive to fluctuations in food supply,1,0.794,15,,,,,,,,,,,,,,,,,
LW,Pearce and Venier 2004,2004,North America,Canada,Ontario,48.31,-85.47,Terrestrial,deer mouse,Mammal,rodent,Rodents,Omnivore,0.019,Generalist,Endotherm,Elucidating,B,Quantified,Unspecified,NA,habitat variation,Terrestrial Habitat,presence/absense,Space-Use,Spatial,"Deer mice occupied both very young and older stands where white birch, trembling aspen and black spruce composition was high. Tall, forested stands were preferred","play important functional role in forests, are important as prey for furbearer populations, and respond to disturbance in a characteristic manner",1,0.758,10,,,,,,,,,,,,,,,,,
LW,Pearce and Venier 2004,2004,North America,Canada,Ontario,48.31,-85.47,Terrestrial,red-backed vole,Mammal,rodent,Rodents,Primary Consumer,0.2,Generalist,Endotherm,Elucidating,B,Quantified,Unspecified,NA,habitat variation,Terrestrial Habitat,presence/absense,Space-Use,Spatial,"Red-backed voles were more abundant in older, but shorter stands where white birch, trembling aspen and black spruce composition was high","play important functional role in forests, are important as prey for furbearer populations, and respond to disturbance in a characteristic manner",1,0.813,10,,,,,,,,,,,,,,,,,
LW,Pearce and Venier 2004,2004,North America,Canada,Ontario,48.31,-85.47,Terrestrial,deer mouse,Mammal,rodent,Rodents,Omnivore,0.019,Generalist,Endotherm,Elucidating,B,Quantified,Unspecified,NA,habitat variation,Terrestrial Habitat,presence/absense,Space-Use,Spatial,"Deer mouse abundance was highest in both very young and older forest stands with a high volume of downed wood of lower decay classes, low shrub cover below 50 cm high, high shrub cover in the 50–250 cm range and, in forests, high shrub cover in the 2.5–5 m range","play important functional role in forests, are important as prey for furbearer populations, and respond to disturbance in a characteristic manner",1,0.693,10,,,,,,,,,,,,,,,,,
LW,Pearce and Venier 2004,2004,North America,Canada,Ontario,48.31,-85.47,Terrestrial,red-backed vole,Mammal,rodent,Rodents,Primary Consumer,0.2,Generalist,Endotherm,Elucidating,B,Quantified,Unspecified,NA,habitat variation,Terrestrial Habitat,presence/absense,Space-Use,Spatial,"Red- backed voles were most abundant at older forest plots with high volumes of downed wood of low decay, and with high structural complexity in the shrub layer","play important functional role in forests, are important as prey for furbearer populations, and respond to disturbance in a characteristic manner",1,0.78,10,,,,,,,,,,,,,,,,,
LW,Williamson et al. 2021,2021,Europe,UK,UK,NA,NA,Marine,"Atlantic white-sided, short-beaked common, striped and white-beaked dolphins",Mammal,cetacean,Cetacea,Secondary Consumer,164,Generalist,Endotherm,Elucidating,B,Referenced,Unspecified,NA,oceanographic conditions,Ocean Temp,strandings,Space-Use,Decades,northern regions had significantly lower proportion of strandings of warm water adapted species compared to southern; eastern regions had significantly lower proportion of strandings of warm water adapted species compared to western regions,"restricted thermal tolerances, high stranding frequency, position as top predators, their sensitivity to bioaccumulation of toxicants, similar trophic position to humans, highly mobile, charismatic",1,0.648,28,,,,,,,,,,,,,,,,,
LW,Segura et al. 2014,2014,Europe,Spain,Asturias,43.0958,-6.0786,Terrestrial,cavity nesting birds,Bird,Passeriformes,,Omnivore,NA,Generalist,Endotherm,Elucidating,B,Referenced,Unspecified,NA,tree variability,Terrestrial Habitat,density,Population,Spatial,"negative relationship between bird abundance and tree height variation, which suggests that cavity nesting species were more abundant in woodlots with scarce vertical heterogeneity. positive relationship between bird abundance, vertical species mingling, tree diameter variation and tree species diversity","resource-limited species; diversity indicator. Associated with snag biomass. combined use of several indicators, representing various taxa, functions and life histories, appears to be preferable to using a single indicator",1,NA,185,,,,,,,,,,,,,,,,,
LW,Segura et al. 2014,2014,Europe,Spain,Asturias,43.0958,-6.0786,Terrestrial,woodpeckers,Bird,"	Picidae",,Omnivore,0.07,Generalist,Endotherm,Elucidating,A,Referenced,density,Co-occurring,Unspecified,NA,presence/absence,Space-Use,Spatial,occurrence of woodpeckers and the density of cavity- nesting birds were positively associated,"Keystone species providing holes for other birds. Associated with snag biomass. Combined use of several indicators, representing various taxa, functions and life histories, appears to be preferable to using a single indicator",1,NA,185,,,,,,,,,,,,,,,,,
LW,Segura et al. 2014,2014,Europe,Spain,Asturias,43.0958,-6.0786,Terrestrial,woodpeckers,Bird,"	Picidae",,Omnivore,0.07,Generalist,Endotherm,Elucidating,B,Referenced,Unspecified,NA,standing dead wood,Terrestrial Habitat,density,Population,Spatial,"positive relationship between this indicator group and the basal area of snags, suggesting that woodpeckers were more abundant in plots with abundant dead wood ","Keystone species providing holes for other birds. Associated with snag biomass. Combined use of several indicators, representing various taxa, functions and life histories, appears to be preferable to using a single indicator",1,NA,185,,,,,,,,,,,,,,,,,
LW,Segura et al. 2014,2014,Europe,Spain,Asturias,43.0958,-6.0786,Terrestrial,Capercaillie,Bird,"	Phasianidae",,Omnivore,2.7,Generalist,Endotherm,Elucidating,B,Referenced,Unspecified,NA,shrub species richness,Terrestrial Habitat,density,Population,Spatial,positive relationship between bird abundance and shrub species richness,"Associated with understory heterogeneity. Flagship/umbrella species. combined use of several indicators, representing various taxa, functions and life histories, appears to be preferable to using a single indicator",1,NA,185,,,,,,,,,,,,,,,,,
LW,Roth et al. 2007,2007,North America,USA,California,37.6982,-123.0034,Marine,"Cassin’s auklet, common murre, Brandt’s cormorant, pelagic cormorant, and pigeon guillemot",Bird,seabird,Seabirds,Secondary Consumer,NA,Generalist,Endotherm,Elucidating,A,Quantified,prey abundance,Prey,Unspecified,NA,breeding success,Reproduction,Years,seabird breeding success was a good predictor of salmon abundance,there is significant covariation in responses of salmon and seabirds to ocean variability. Cassin’s auklets may be especially good indicators of ocean conditions for salmon because they feed extensively on euphausiids off central California.,1,0.775,14,,,,,,,,,,,,,,,,,
EWJ,Choy et al. 2017,2017,North America,Canada,Beaufort Sea,69.5043,-133.6053,Marine,Beluga whales,Mammal,cetacean,Cetacea,Secondary Consumer,1381,Generalist,Endotherm,Elucidating,A,Referenced,prey abundance,Prey,sea ice conditions,Sea Ice,fatty acid composition of blubber,Morphometrics,Years,presence of particular fatty acid was low in years with low prey availability,"abundant, broad distribution",1,NA,NA,,,,,,,,,,,,,,,,,
EWJ,Coates et al. 2016,2016,North America,USA,Great Basin,41.5367,-116.3481,Terrestrial,greater sage-grouse,Bird,grouse,,Omnivore,1.9,Generalist,Endotherm,Elucidating,B,Referenced,sagebrush presence,Co-occurring,precipitation,Precipitation,population growth rate,Population,Years,growth rate higher following years of high precipitation,Not discussed,1,NA,NA,,,,,,,,,,,,,,,,,
EWJ,Coates et al. 2016,2016,North America,USA,Great Basin,41.5367,-116.3481,Terrestrial,greater sage-grouse,Bird,grouse,,Omnivore,1.9,Generalist,Endotherm,Elucidating,B,Referenced,sagebrush presence,Co-occurring,cumulative burned area,Terrestrial Habitat,population growth rate,Population,Years,growth rate lower following larger cumulative burned areas,Not discussed,1,NA,NA,,,,,,,,,,,,,,,,,
EWJ,Dulvy et al. 2008,2008,Europe,England,North Sea,56.1567,3.2907,Marine,North Sea demersal fish assemblage (28 species),Fish,fish,,Omnivore,NA,Generalist,Ectotherm,Elucidating,B,NA,Unspecified,NA,sea bottom temperature,Ocean Temp,distribution,Space-Use,Years,deepening of north sea fish assemblage correlated with 5-year running mean of winter bottom temperature,"Respond significantly to a single driver or pressure, be less responsive to other pressures",1,0.728,25,,,,,,,,,,,,,,,,,
EWJ,George et al. 2015,2015,North America,USA/Canada,Beaufort Sea,71.3364,-156.8789,Marine,Bowhead whales,Mammal,cetacean,Cetacea,Secondary Consumer,79691,Generalist,Endotherm,Elucidating,B,Referenced,prey availability,Prey,Mean open water fraction (3 yr aggregation),Ocean Habitat,axillary girth-based body condition index,Morphometrics,Years,more open water allows for more phytoplankton blooms and is positively correlated with bowhead whale body condition,closely coupled to primary productivity,1,NA,298,,,,,,,,,,,,,,,,,
EWJ,George et al. 2015,2015,North America,USA/Canada,Beaufort Sea,71.3364,-156.8789,Marine,Bowhead whales,Mammal,cetacean,Cetacea,Secondary Consumer,79691,Generalist,Endotherm,Elucidating,B,Referenced,prey availability,Prey,Duration of melt season (3 yr aggregation),Sea Ice,axillary girth-based body condition index,Morphometrics,Years,longer melt season is positively correlated with bowhead whale body condition,closely coupled to primary productivity,1,NA,298,,,,,,,,,,,,,,,,,
EWJ,George et al. 2015,2015,North America,USA/Canada,Beaufort Sea,71.3364,-156.8789,Marine,Bowhead whales,Mammal,cetacean,Cetacea,Secondary Consumer,79691,Generalist,Endotherm,Elucidating,B,Referenced,prey availability,Prey,Date of continuous freeze up (3 yr aggregation),Sea Ice,axillary girth-based body condition index,Morphometrics,Years,later start of continuous freeze up is positively correlated with bowhead whale body condition,closely coupled to primary productivity,1,NA,298,,,,,,,,,,,,,,,,,
EWJ,George et al. 2015,2015,North America,USA/Canada,Beaufort Sea,71.3364,-156.8789,Marine,Bowhead whales,Mammal,cetacean,Cetacea,Secondary Consumer,79691,Generalist,Endotherm,Elucidating,B,Referenced,prey availability,Prey,Along-slope wind stress (3 yr aggregation),Ocean Habitat,axillary girth-based body condition index,Morphometrics,Years,high wind stress (associated with low upwelling) is negatively correlated with bowhead whale body condition,closely coupled to primary productivity,1,NA,298,,,,,,,,,,,,,,,,,
EWJ,Gilby et al. 2017,2017,Australia,Australia,Queensland,-27.8245,153.3811,Marine,estuary ray,Fish,stingray,,Secondary Consumer,4,Generalist,Ectotherm,Elucidating,A,Referenced,fish species richness,Co-occurring,vegetation cover,Ocean Habitat,occurence,Space-Use,Spatial,presence of estuary ray positively correlated with fish species richness,"highly detectable, broad range, sensitive to habitat loss",1,0.144,220,,,,,,,,,,,,,,,,,
EWJ,Gilby et al. 2017,2017,Australia,Australia,Queensland,-27.8245,153.3811,Marine,estuary ray,Fish,stingray,,Secondary Consumer,4,Generalist,Ectotherm,Elucidating,B,Referenced,fish species richness,Co-occurring,Remnant vegetation,Ocean Habitat,occurence,Space-Use,Spatial,presence of estuary ray positively correlated with fish species richness,"highly detectable, broad range, sensitive to habitat loss",1,NA,220,,,,,,,,,,,,,,,,,
EWJ,Gilby et al. 2017,2017,Australia,Australia,Queensland,-27.8245,153.3811,Marine,estuary ray,Fish,stingray,,Secondary Consumer,4,Generalist,Ectotherm,Elucidating,B,Referenced,fish species richness,Co-occurring,bottom turbidity,Ocean Habitat,occurence,Space-Use,Spatial,presence of estuary ray positively correlated with fish species richness,"highly detectable, broad range, sensitive to habitat loss",1,NA,220,,,,,,,,,,,,,,,,,
EWJ,Gilby et al. 2017,2017,Australia,Australia,Queensland,-27.8245,153.3811,Marine,estuary ray,Fish,stingray,,Secondary Consumer,4,Generalist,Ectotherm,Elucidating,B,Referenced,fish species richness,Co-occurring,total nitrogen,Ocean Habitat,occurence,Space-Use,Spatial,presence of estuary ray positively correlated with fish species richness,"highly detectable, broad range, sensitive to habitat loss",1,NA,220,,,,,,,,,,,,,,,,,
EWJ,Gilby et al. 2017,2017,Australia,Australia,Queensland,-27.8245,153.3811,Marine,estuary ray,Fish,stingray,,Secondary Consumer,4,Generalist,Ectotherm,Elucidating,B,Referenced,fish species richness,Co-occurring,mangrove cover,Ocean Habitat,occurence,Space-Use,Spatial,presence of estuary ray positively correlated with fish species richness,"highly detectable, broad range, sensitive to habitat loss",1,NA,220,,,,,,,,,,,,,,,,,
EWJ,Irons et al. 2008,2008,"North America, Asia, Europe","Iceland, Greenland, Canada, USA, Russia, Finland, Sweden, Norway, Great Britain, Faroe Islands",circumpolar region,NA,NA,Marine,Thick-billed murre,Bird,seabird,,Secondary Consumer,0.96,Generalist,Endotherm,Elucidating,B,Referenced,prey availability,Prey,change in average winter SST of foraging grounds,Ocean Temp,population growth rate,Population,Years,extreme changes in SST correlated with lower population growth rate (quadratic relationship),"abundant, visible, top predators",1,0.608,30,,,,,,,,,,,,,,,,,
EWJ,Irons et al. 2008,2008,"North America, Asia, Europe","Iceland, Greenland, Canada, USA, Russia, Finland, Sweden, Norway, Great Britain, Faroe Islands",circumpolar region,NA,NA,Marine,common murre,Bird,seabird,,Secondary Consumer,0.99,Generalist,Endotherm,Elucidating,B,Referenced,prey availability,Prey,change in average winter SST of foraging grounds,Ocean Temp,population growth rate,Population,Years,extreme changes in SST correlated with lower population growth rate (quadratic relationship),"abundant, visible, top predators",1,0.529,50,,,,,,,,,,,,,,,,,
EWJ,Lindbladh et al. 2020,2020,Europe,Sweden,Gotaland,57.2856,14.437,Terrestrial,willow tit,Bird,Passeriformes,Forest Birds,Omnivore,0.01,Generalist,Endotherm,Elucidating,B,Referenced,stand age,NA,habitat,Terrestrial Habitat,occurrence,Space-Use,Spatial,NO relationship between sentinel occurrence and stand age,"charismatic, easy to survey, prior knowledge of habitat and resource requirements",0,NA,88,,,,,,,,,,,,,,,,,
EWJ,Lindbladh et al. 2020,2020,Europe,Sweden,Gotaland,57.2856,14.437,Terrestrial,coal tit,Bird,Passeriformes,Forest Birds,Omnivore,0.009,Generalist,Endotherm,Elucidating,B,Referenced,stand age,NA,habitat,Terrestrial Habitat,occurrence,Space-Use,Spatial,NO relationship between sentinel occurrence and stand age,"charismatic, easy to survey, prior knowledge of habitat and resource requirements",0,NA,88,,,,,,,,,,,,,,,,,
EWJ,Lindbladh et al. 2020,2020,Europe,Sweden,Gotaland,57.2856,14.437,Terrestrial,european crested tit,Bird,Passeriformes,Forest Birds,Omnivore,0.01,Generalist,Endotherm,Elucidating,B,Referenced,stand age,NA,habitat,Terrestrial Habitat,occurrence,Space-Use,Spatial,NO relationship between sentinel occurrence and stand age,"charismatic, easy to survey, prior knowledge of habitat and resource requirements",0,NA,88,,,,,,,,,,,,,,,,,
EWJ,Lindbladh et al. 2020,2020,Europe,Sweden,Gotaland,57.2856,14.437,Terrestrial,eurasian tree creeper,Bird,Passeriformes,Forest Birds,Omnivore,0.009,Generalist,Endotherm,Elucidating,B,Referenced,stand age,NA,habitat,Terrestrial Habitat,occurrence,Space-Use,Spatial,NO relationship between sentinel occurrence and stand age,"charismatic, easy to survey, prior knowledge of habitat and resource requirements",0,NA,88,,,,,,,,,,,,,,,,,
EWJ,Lindbladh et al. 2020,2020,Europe,Sweden,Gotaland,57.2856,14.437,Terrestrial,willow tit,Bird,Passeriformes,Forest Birds,Omnivore,0.01,Generalist,Endotherm,Elucidating,A,Referenced,Shannon tree species diversity,Co-occurring,habitat,Terrestrial Habitat,occurrence,Space-Use,Spatial,NO relationship between sentinel occurrence and tree species diversity,"charismatic, easy to survey, prior knowledge of habitat and resource requirements",0,NA,88,,,,,,,,,,,,,,,,,
EWJ,Lindbladh et al. 2020,2020,Europe,Sweden,Gotaland,57.2856,14.437,Terrestrial,coal tit,Bird,Passeriformes,Forest Birds,Omnivore,0.009,Generalist,Endotherm,Elucidating,A,Referenced,Shannon tree species diversity,Co-occurring,habitat,Terrestrial Habitat,occurrence,Space-Use,Spatial,NO relationship between sentinel occurrence and tree species diversity,"charismatic, easy to survey, prior knowledge of habitat and resource requirements",0,NA,88,,,,,,,,,,,,,,,,,
EWJ,Lindbladh et al. 2020,2020,Europe,Sweden,Gotaland,57.2856,14.437,Terrestrial,european crested tit,Bird,Passeriformes,Forest Birds,Omnivore,0.01,Generalist,Endotherm,Elucidating,A,Referenced,Shannon tree species diversity,Co-occurring,habitat,Terrestrial Habitat,occurrence,Space-Use,Spatial,NO relationship between sentinel occurrence and tree species diversity,"charismatic, easy to survey, prior knowledge of habitat and resource requirements",0,NA,88,,,,,,,,,,,,,,,,,
EWJ,Lindbladh et al. 2020,2020,Europe,Sweden,Gotaland,57.2856,14.437,Terrestrial,eurasian tree creeper,Bird,Passeriformes,Forest Birds,Omnivore,0.009,Generalist,Endotherm,Elucidating,A,Referenced,Shannon tree species diversity,Co-occurring,habitat,Terrestrial Habitat,occurrence,Space-Use,Spatial,NO relationship between sentinel occurrence and tree species diversity,"charismatic, easy to survey, prior knowledge of habitat and resource requirements",0,NA,88,,,,,,,,,,,,,,,,,
EWJ,Pearson and Cassola 1992,1992,North America,USA/Canada,Canada and continental USA,NA,NA,Terrestrial,tiger beetles,Invertebrate,beetle,Insects,Secondary Consumer,0.001,Generalist,Ectotherm,Elucidating,A,NA,terrestrial bird species richness,Co-occurring,habitat,Terrestrial Habitat,species richenss,Biodiversity,Spatial,number of tiger beetle species positively correlated with number of bird species,taxonomy is stabilized; well studied biology; easy to observe and manipulate in field; worldwide distribution and broad habitat types; patterns of species richness correlated with other taxa; economic importance,1,0.375,208,,,,,,,,,,,,,,,,,
EWJ,Pearson and Cassola 1992,1992,North America,USA/Canada,Canada and continental USA,NA,NA,Terrestrial,tiger beetles,Invertebrate,beetle,Insects,Secondary Consumer,0.001,Generalist,Ectotherm,Elucidating,A,NA,butterfly speices richness,Co-occurring,habitat,Terrestrial Habitat,species richenss,Biodiversity,Spatial,number of tiger beetle species positively correlated with number of butterfly species,taxonomy is stabilized; well studied biology; easy to observe and manipulate in field; worldwide distribution and broad habitat types; patterns of species richness correlated with other taxa; economic importance,1,0.772,208,,,,,,,,,,,,,,,,,
EWJ,Pearson and Cassola 1992,1992,Australia,Australia,Australia,NA,NA,Terrestrial,tiger beetles,Invertebrate,beetle,Insects,Secondary Consumer,0.001,Generalist,Ectotherm,Elucidating,A,NA,terrestrial bird species richness,Co-occurring,habitat,Terrestrial Habitat,species richenss,Biodiversity,Spatial,number of tiger beetle species positively correlated with number of bird species,taxonomy is stabilized; well studied biology; easy to observe and manipulate in field; worldwide distribution and broad habitat types; patterns of species richness correlated with other taxa; economic importance,1,0.531,67,,,,,,,,,,,,,,,,,
EWJ,Pearson and Cassola 1992,1992,Australia,Australia,Australia,NA,NA,Terrestrial,tiger beetles,Invertebrate,beetle,Insects,Secondary Consumer,0.001,Generalist,Ectotherm,Elucidating,A,NA,butterfly speices richness,Co-occurring,habitat,Terrestrial Habitat,species richenss,Biodiversity,Spatial,number of tiger beetle species positively correlated with number of butterfly species,taxonomy is stabilized; well studied biology; easy to observe and manipulate in field; worldwide distribution and broad habitat types; patterns of species richness correlated with other taxa; economic importance,1,0.582,67,,,,,,,,,,,,,,,,,
EWJ,Pearson and Cassola 1992,1992,North America,Asia,India,NA,NA,Terrestrial,tiger beetles,Invertebrate,beetle,Insects,Secondary Consumer,0.001,Generalist,Ectotherm,Elucidating,A,NA,terrestrial bird species richness,Co-occurring,habitat,Terrestrial Habitat,species richenss,Biodiversity,Spatial,number of tiger beetle species positively correlated with number of bird species,taxonomy is stabilized; well studied biology; easy to observe and manipulate in field; worldwide distribution and broad habitat types; patterns of species richness correlated with other taxa; economic importance,1,0.726,61,,,,,,,,,,,,,,,,,
EWJ,Sahlen and Ekestubbe 2001,2001,Europe,Sweden,Central Sweden,60,15.3,Freshwater,Dragonflies,Invertebrate,Odonata,Insects,Secondary Consumer,NA,Generalist,Ectotherm,Elucidating,A,NA,plant species richness,Co-occurring,habitat,Terrestrial Habitat,species richenss,Biodiversity,Spatial,number of dragonfly species positively correlated with number of plant species,Occupies an intermediate percentage of available habitat,1,0.424,31,,,,,,,,,,,,,,,,,
EWJ,Velarde et al. 2015,2015,North America,Mexico,Gulf of California,28.8229,-112.9797,Marine,Heermann's gull,Bird,seabird,Seabirds,Secondary Consumer,0.5,Generalist,Endotherm,Elucidating,A,Referenced,Sardine availability,Prey,ocean conditions,Ocean Habitat,diet composition,Diet,Years,percent diet composition positively correlated with CPUE of fishery in following season,NA,1,0.469,17,,,,,,,,,,,,,,,,,
EWJ,Velarde et al. 2015,2015,North America,Mexico,Gulf of California,28.8229,-112.9797,Marine,California brown pelican,Bird,seabird,Seabirds,Secondary Consumer,3.4,Generalist,Endotherm,Elucidating,A,Referenced,Sardine availability,Prey,ocean conditions,Ocean Habitat,diet composition,Diet,Years,percent diet composition positively correlated with CPUE of fishery in following season,NA,1,0.685,10,,,,,,,,,,,,,,,,,
EWJ,Velarde et al. 2015,2015,North America,Mexico,Gulf of California,28.8229,-112.9797,Marine,Elegent tern,Bird,seabird,Seabirds,Secondary Consumer,0.26,Generalist,Endotherm,Elucidating,A,Referenced,Sardine availability,Prey,ocean conditions,Ocean Habitat,diet composition,Diet,Years,percent diet composition positively correlated with CPUE of fishery in following season,NA,1,0.583,18,,,,,,,,,,,,,,,,,
EWJ,Velarde et al. 2015,2015,North America,Mexico,Gulf of California,28.8229,-112.9797,Marine,Elegent tern,Bird,seabird,Seabirds,Secondary Consumer,0.26,Generalist,Endotherm,Elucidating,A,Referenced,Anchoy availability,Prey,ocean conditions,Ocean Habitat,diet composition,Diet,Years,percent diet composition positively correlated with CPUE of fishery in following season,NA,1,0.728,20,,,,,,,,,,,,,,,,,
EWJ,Velarde et al. 2015,2015,North America,Mexico,Gulf of California,28.8229,-112.9797,Marine,Heermann's gull,Bird,seabird,Seabirds,Secondary Consumer,0.5,Generalist,Endotherm,Elucidating,A,Referenced,Anchoy availability,Prey,ocean conditions,Ocean Habitat,diet composition,Diet,Years,percent diet composition positively correlated with CPUE of fishery in following season,NA,1,0.707,9,,,,,,,,,,,,,,,,,
LW,Yamada et al. 2015,2015,North America,USA,Pacific Northwest,44.641,-124.1068,Marine,"copepods: Calanus marshallae, Pseudocalanus mimus, Acartia longiremis, Acartia tonsa, Calanus pacificus, Calocalanus spp., Clausocalanus spp., Corycaeus anglicus, Ctenocalanus vanus, Mesocalanus tenuicornis and Paracalanus parvus ",Invertebrate,copepod,Crustacea,Primary Consumer,0.00000002,Generalist,Endotherm,Elucidating,A,Quantified,recruitment,Prey,ocean conditions,Ocean Habitat,biomass,Population,Years,Green crab year-class strength is strongly positively correlated with southern copepod biomass,ocean conditions and transport processes associated with the shift in copepod species with season may be mechanistically linked to crab recruitment,1,0.82,16,,,,,,,,,,,,,,,,,
LW,Yamada et al. 2015,2015,North America,USA,Pacific Northwest,44.641,-124.1068,Marine,"copepods: Calanus marshallae, Pseudocalanus mimus, Acartia longiremis, Acartia tonsa, Calanus pacificus, Calocalanus spp., Clausocalanus spp., Corycaeus anglicus, Ctenocalanus vanus, Mesocalanus tenuicornis and Paracalanus parvus ",Invertebrate,copepod,Crustacea,Primary Consumer,0.00000002,Generalist,Endotherm,Elucidating,A,Quantified,recruitment,Prey,Unspecified,NA,community composition,Biodiversity,Years,Green crab year-class strength is strongly positively correlated with southern copepod community index,ocean conditions and transport processes associated with the shift in copepod species with season may be mechanistically linked to crab recruitment,1,0.88,16,,,,,,,,,,,,,,,,,
LW,Yamada et al. 2015,2015,North America,USA,Pacific Northwest,44.641,-124.1068,Marine,"copepods: Calanus marshallae, Pseudocalanus mimus, Acartia longiremis, Acartia tonsa, Calanus pacificus, Calocalanus spp., Clausocalanus spp., Corycaeus anglicus, Ctenocalanus vanus, Mesocalanus tenuicornis and Paracalanus parvus ",Invertebrate,copepod,Crustacea,Primary Consumer,0.00000002,Generalist,Endotherm,Elucidating,A,Quantified,recruitment,Prey,Unspecified,NA,biomass,Population,Years,Green crab year-class strength is negatively correlated with northern copepod biomass,ocean conditions and transport processes associated with the shift in copepod species with season may be mechanistically linked to crab recruitment,1,-0.83,16,,,,,,,,,,,,,,,,,
LW,Welsh and Ollivier 1998,1998,North America,USA,California,41.3233,-124.0277,Freshwater,pacific giant salamander,Amphibian,salamander,Salamanders,Secondary Consumer,0.06,Generalist,Ectotherm,Elucidating,B,Referenced,Unspecified,NA,stream condition,Terrestrial Habitat,abundance,Population,Spatial,indicator density in streams unimpacted by sediment infusion,highly philopatric and long-lived; exist in relatively stable populations,1,,179,,,,,,,,,,,,,,,,,
